Date,Simple Date,Outdoor Temperature (F),Feels Like (F),Dew Point (F),Wind Speed (mph),Wind Gust (mph),Wind Direction (deg),Rain Rate (in/hr),Daily Rain (in),Relative Pressure (inHg),Humidity (pct),Absolute Pressure (inHg),Soil 1 Battery (V)
2024-06-26T13:48:00-04:00,6/26/2024 13:48,67.8,67.8,61.4,12.3,17.7,296,0,0,29.66,80,29.66,
2024-06-26T14:03:00-04:00,6/26/2024 14:03,68.5,68.8,61.7,12.5,18.8,297,0,0,29.66,79,29.66,
2024-06-26T14:18:00-04:00,6/26/2024 14:18,68.7,69,61.9,11.6,17.7,294,0,0,29.66,79,29.66,
2024-06-26T14:33:00-04:00,6/26/2024 14:33,68.4,68.7,62,10.7,17.4,296,0,0,29.66,80,29.66,4.71
2024-06-26T14:48:00-04:00,6/26/2024 14:48,68.2,68.5,62.1,13.6,19.2,290,0,0,29.66,81,29.66,
2024-06-26T15:03:00-04:00,6/26/2024 15:03,68.2,68.5,62.1,13.9,19.9,292,0,0,29.65,81,29.65,
2024-06-26T15:18:00-04:00,6/26/2024 15:18,68,68,61.9,15.4,21.7,292,0,0,29.65,81,29.65,
2024-06-26T15:33:00-04:00,6/26/2024 15:33,67.3,67.3,61.6,14.5,20.4,293,0,0,29.65,82,29.65,4.71
2024-06-26T15:48:00-04:00,6/26/2024 15:48,66.7,66.7,61.7,12.8,17.4,292,0,0,29.65,84,29.65,
2024-06-26T16:03:00-04:00,6/26/2024 16:03,68,68,62.3,12.1,19.7,293,0,0,29.64,82,29.64,
2024-06-26T16:18:00-04:00,6/26/2024 16:18,69.8,70.2,63,8.7,14.8,316,0,0,29.65,79,29.65,
2024-06-26T16:33:00-04:00,6/26/2024 16:33,73.9,74.4,64.7,6,14.8,52,0,0,29.66,73,29.66,4.71
2024-06-26T16:48:00-04:00,6/26/2024 16:48,76.3,76.8,64.9,5.1,13,0,0,0,29.66,68,29.66,
2024-06-26T17:03:00-04:00,6/26/2024 17:03,75.4,76,65.3,5.1,9.8,314,0,0,29.65,71,29.65,
2024-06-26T17:18:00-04:00,6/26/2024 17:18,72.9,73.4,64.5,8.3,13,282,0,0,29.65,75,29.65,
2024-06-26T17:33:00-04:00,6/26/2024 17:33,70.9,71.4,63.7,8.3,12.1,298,0,0,29.65,78,29.65,4.7
2024-06-26T17:48:00-04:00,6/26/2024 17:48,69.8,70.2,63.3,6,8.7,304,0,0,29.66,80,29.66,
2024-06-26T18:03:00-04:00,6/26/2024 18:03,69.8,70.2,63.3,5.1,6.3,307,0,0,29.67,80,29.67,
2024-06-26T18:18:00-04:00,6/26/2024 18:18,69.4,69.8,63.3,2.2,5.8,284,0,0,29.67,81,29.67,
2024-06-26T18:33:00-04:00,6/26/2024 18:33,69.1,69.6,63.4,1.3,5.6,247,0,0,29.68,82,29.68,4.59
2024-06-26T18:48:00-04:00,6/26/2024 18:48,68.5,69,63.1,0,1.6,247,0,0,29.68,83,29.68,
2024-06-26T19:03:00-04:00,6/26/2024 19:03,68.7,69.1,63,0.2,3.6,246,0,0,29.69,82,29.69,
2024-06-26T19:18:00-04:00,6/26/2024 19:18,69.6,70.1,63.9,1.8,5.4,241,0,0,29.68,82,29.68,
2024-06-26T19:33:00-04:00,6/26/2024 19:33,69.4,69.9,64,1.1,6.3,277,0,0,29.68,83,29.68,4.44
2024-06-26T19:48:00-04:00,6/26/2024 19:48,68.5,69,63.8,1.3,7.8,311,0,0,29.69,85,29.69,
2024-06-26T20:03:00-04:00,6/26/2024 20:03,67.3,67.3,62.6,4,6.9,301,0,0,29.69,85,29.69,
2024-06-26T20:18:00-04:00,6/26/2024 20:18,66.4,66.4,62.1,1.3,3.1,301,0,0,29.69,86,29.69,
2024-06-26T20:33:00-04:00,6/26/2024 20:33,66.2,66.2,62.5,0,0,305,0,0,29.68,88,29.68,4.29
2024-06-26T20:48:00-04:00,6/26/2024 20:48,65.8,65.8,62.1,2.9,5.4,263,0,0,29.69,88,29.69,
2024-06-26T21:03:00-04:00,6/26/2024 21:03,65.7,65.7,62.4,1.6,4.9,258,0,0,29.7,89,29.7,
2024-06-26T21:18:00-04:00,6/26/2024 21:18,65.5,65.5,62.5,0.9,3.1,258,0,0,29.7,90,29.7,
2024-06-26T21:33:00-04:00,6/26/2024 21:33,65.5,65.5,62.2,4.7,9.6,248,0,0,29.71,89,29.71,4.3
2024-06-26T21:48:00-04:00,6/26/2024 21:48,65.7,65.7,62.4,2.7,5.8,250,0,0,29.71,89,29.71,
2024-06-26T22:03:00-04:00,6/26/2024 22:03,65.7,65.7,62.7,3.1,7.2,247,0,0,29.71,90,29.71,
2024-06-26T22:18:00-04:00,6/26/2024 22:18,65.7,65.7,62.7,2.5,5.1,220,0,0,29.71,90,29.71,
2024-06-26T22:33:00-04:00,6/26/2024 22:33,65.5,65.5,62.8,1.1,4.3,216,0,0,29.7,91,29.7,4.3
2024-06-26T22:48:00-04:00,6/26/2024 22:48,65.5,65.5,62.8,1.8,6,226,0,0,29.7,91,29.7,
2024-06-26T23:03:00-04:00,6/26/2024 23:03,65.3,65.3,62.6,2.9,7.2,243,0,0,29.69,91,29.69,
2024-06-26T23:18:00-04:00,6/26/2024 23:18,65.5,65.5,62.5,2.2,3.8,243,0,0,29.69,90,29.69,
2024-06-26T23:33:00-04:00,6/26/2024 23:33,65.8,65.8,62.5,2.7,5.1,245,0,0,29.69,89,29.69,4.3
2024-06-26T23:48:00-04:00,6/26/2024 23:48,65.7,65.7,62.4,2.9,5.8,235,0,0,29.68,89,29.68,
2024-06-27T00:03:00-04:00,6/27/2024 00:03,65.7,65.7,62.4,2,4.7,214,0,0,29.68,89,29.68,
2024-06-27T00:18:00-04:00,6/27/2024 00:18,65.7,65.7,62.4,1.6,4,208,0,0,29.67,89,29.67,
2024-06-27T00:33:00-04:00,6/27/2024 00:33,65.5,65.5,62.2,1.3,4.3,208,0,0,29.67,89,29.67,4.29
2024-06-27T00:48:00-04:00,6/27/2024 00:48,65.3,65.3,62,1.3,4.3,208,0,0,29.65,89,29.65,
2024-06-27T01:03:00-04:00,6/27/2024 01:03,65.1,65.1,62.1,1.1,4.7,208,0,0,29.65,90,29.65,
2024-06-27T01:18:00-04:00,6/27/2024 01:18,65.3,65.3,62,1.1,4,208,0,0,29.65,89,29.65,
2024-06-27T01:33:00-04:00,6/27/2024 01:33,64.9,64.9,62.2,0.9,4.9,212,0,0,29.66,91,29.66,4.29
2024-06-27T01:48:00-04:00,6/27/2024 01:48,64.9,64.9,62.2,4,16.1,230,0,0,29.65,91,29.65,
2024-06-27T02:03:00-04:00,6/27/2024 02:03,65.5,65.5,63.1,8.9,14.1,261,0,0,29.65,92,29.65,
2024-06-27T02:18:00-04:00,6/27/2024 02:18,65.5,65.5,62.5,4.9,11.4,256,0,0,29.65,90,29.65,
2024-06-27T02:33:00-04:00,6/27/2024 02:33,65.3,65.3,61.6,4.3,7.6,319,0,0,29.64,88,29.64,4.29
2024-06-27T02:48:00-04:00,6/27/2024 02:48,64.9,64.9,60.9,4.5,9.4,305,0,0,29.63,87,29.63,
2024-06-27T03:03:00-04:00,6/27/2024 03:03,64.6,64.6,61.6,2.7,6,343,0.03,0,29.63,90,29.63,
2024-06-27T03:18:00-04:00,6/27/2024 03:18,64.8,64.8,61.8,1.6,4.7,0,0,0,29.62,90,29.62,
2024-06-27T03:33:00-04:00,6/27/2024 03:33,64.9,64.9,61.9,4.3,7.2,300,0,0.01,29.63,90,29.63,4.29
2024-06-27T03:48:00-04:00,6/27/2024 03:48,64.8,64.8,61.8,2,4.9,313,0,0.01,29.63,90,29.63,
2024-06-27T04:03:00-04:00,6/27/2024 04:03,64.6,64.6,62.2,0.2,4,272,0,0.01,29.63,92,29.63,
2024-06-27T04:18:00-04:00,6/27/2024 04:18,64.4,64.4,62.3,0,1.6,271,0,0,29.64,93,29.64,
2024-06-27T04:33:00-04:00,6/27/2024 04:33,64.2,64.2,62.7,0.2,1.6,270,0,0.01,29.64,95,29.64,4.28
2024-06-27T04:48:00-04:00,6/27/2024 04:48,64.2,64.2,62.7,0,1.3,269,0,0,29.65,95,29.65,
2024-06-27T05:03:00-04:00,6/27/2024 05:03,64.6,64.6,62.8,2.2,6.3,114,0,0.01,29.65,94,29.65,
2024-06-27T05:18:00-04:00,6/27/2024 05:18,64.9,64.9,63.1,4,7.8,121,0,0,29.64,94,29.64,
2024-06-27T05:33:00-04:00,6/27/2024 05:33,65.1,65.1,63.3,4,6,115,0,0.01,29.64,94,29.64,4.27
2024-06-27T05:48:00-04:00,6/27/2024 05:48,65.1,65.1,63.3,2,5.1,115,0,0,29.65,94,29.65,
2024-06-27T06:03:00-04:00,6/27/2024 06:03,64.8,64.8,63.3,0,0,115,0,0.01,29.65,95,29.65,
2024-06-27T06:18:00-04:00,6/27/2024 06:18,64.6,64.6,63.4,1.1,2.2,115,0,0.01,29.66,96,29.66,
2024-06-27T06:33:00-04:00,6/27/2024 06:33,64.4,64.4,63.5,0,1.8,115,0,0.01,29.66,97,29.66,4.26
2024-06-27T06:48:00-04:00,6/27/2024 06:48,64.2,64.2,63.3,0.2,4.3,111,0.03,0.01,29.66,97,29.66,
2024-06-27T07:03:00-04:00,6/27/2024 07:03,64.4,64.4,63.5,1.8,4,0,0,0,29.67,97,29.67,
2024-06-27T07:18:00-04:00,6/27/2024 07:18,64.4,64.4,63.5,0,0.9,6,0,0.02,29.65,97,29.65,
2024-06-27T07:33:00-04:00,6/27/2024 07:33,64.6,64.6,63.7,0,0.9,347,0,0.02,29.66,97,29.66,4.27
2024-06-27T07:48:00-04:00,6/27/2024 07:48,64.8,64.8,63.6,2,5.1,3,0,0.02,29.66,96,29.66,
2024-06-27T08:03:00-04:00,6/27/2024 08:03,65.1,65.1,63.6,2,4.3,9,0,0.02,29.66,95,29.66,
2024-06-27T08:18:00-04:00,6/27/2024 08:18,65.3,65.3,63.8,2,3.1,0,0,0.02,29.67,95,29.67,
2024-06-27T08:33:00-04:00,6/27/2024 08:33,65.5,65.5,63.7,0.9,2.2,334,0,0,29.67,94,29.67,4.27
2024-06-27T08:48:00-04:00,6/27/2024 08:48,65.8,65.8,64,0.7,2.7,334,0,0.02,29.67,94,29.67,
2024-06-27T09:03:00-04:00,6/27/2024 09:03,66.4,66.4,64,2.5,4,334,0,0,29.68,92,29.68,
2024-06-27T09:18:00-04:00,6/27/2024 09:18,67.1,67.1,64.1,2,3.8,333,0,0.02,29.68,90,29.68,
2024-06-27T09:33:00-04:00,6/27/2024 09:33,67.6,67.6,62.9,1.3,3.6,332,0,0.02,29.68,85,29.68,4.53
2024-06-27T09:48:00-04:00,6/27/2024 09:48,67.6,67.6,62.9,4.7,7.4,311,0,0.02,29.68,85,29.68,
2024-06-27T10:03:00-04:00,6/27/2024 10:03,67.8,67.8,63.1,6.3,10.5,301,0,0.02,29.68,85,29.68,
2024-06-27T10:18:00-04:00,6/27/2024 10:18,67.3,67.3,63.3,9.4,11,291,0,0.02,29.68,87,29.68,
2024-06-27T10:33:00-04:00,6/27/2024 10:33,67.6,67.6,62.6,8.7,10.7,295,0,0,29.68,84,29.68,4.69
2024-06-27T10:48:00-04:00,6/27/2024 10:48,68,68,62.3,8.3,9.8,299,0,0.02,29.69,82,29.69,
2024-06-27T11:03:00-04:00,6/27/2024 11:03,68.4,68.8,62.7,7.6,9.6,302,0,0.02,29.69,82,29.69,
2024-06-27T11:18:00-04:00,6/27/2024 11:18,68.7,69,61.9,6.7,8.5,303,0,0.02,29.7,79,29.7,4.72
2024-06-27T11:33:00-04:00,6/27/2024 11:33,69.3,69.5,61.8,6.3,9.6,274,0,0.02,29.69,77,29.69,
2024-06-27T11:48:00-04:00,6/27/2024 11:48,69.3,69.5,61.8,6.7,10.7,251,0,0,29.69,77,29.69,
2024-06-27T12:03:00-04:00,6/27/2024 12:03,69.3,69.6,62.1,7.2,10.1,257,0,0,29.69,78,29.69,
2024-06-27T12:18:00-04:00,6/27/2024 12:18,69.3,69.6,62.1,7.4,10.1,257,0,0.02,29.69,78,29.69,4.71
2024-06-27T12:33:00-04:00,6/27/2024 12:33,68.9,69.3,62.5,6.9,10.5,302,0,0.02,29.69,80,29.69,
2024-06-27T12:48:00-04:00,6/27/2024 12:48,68.9,69.3,62.5,6.9,10.1,280,0,0.02,29.68,80,29.68,
2024-06-27T13:03:00-04:00,6/27/2024 13:03,70,70.2,61.7,6.9,11.2,267,0,0.02,29.68,75,29.68,
2024-06-27T13:18:00-04:00,6/27/2024 13:18,70.7,70.9,61.2,8.5,12.5,288,0,0.02,29.69,72,29.69,4.7
2024-06-27T13:33:00-04:00,6/27/2024 13:33,68.7,68.8,60.4,9.6,13.6,280,0,0.02,29.7,75,29.7,
2024-06-27T13:48:00-04:00,6/27/2024 13:48,68.9,69,60.6,10.7,14.3,283,0,0,29.69,75,29.69,
2024-06-27T14:03:00-04:00,6/27/2024 14:03,68.4,68.6,60.9,12.1,17.7,282,0,0.02,29.7,77,29.7,
2024-06-27T14:18:00-04:00,6/27/2024 14:18,68.5,68.6,60.6,13,18.3,275,0,0.02,29.7,76,29.7,4.7
2024-06-27T14:33:00-04:00,6/27/2024 14:33,67.8,67.8,61,11.9,17.4,288,0,0.02,29.7,79,29.7,
2024-06-27T14:48:00-04:00,6/27/2024 14:48,68.2,68.4,61.1,13.4,19,281,0,0.02,29.7,78,29.7,
2024-06-27T15:03:00-04:00,6/27/2024 15:03,67.8,67.8,61.4,11.6,15.4,281,0,0.02,29.7,80,29.7,
2024-06-27T15:18:00-04:00,6/27/2024 15:18,67.3,67.3,61.3,11.9,17.9,294,0,0.02,29.7,81,29.7,4.71
2024-06-27T15:33:00-04:00,6/27/2024 15:33,66.2,66.2,61.2,10.3,13.4,299,0,0,29.7,84,29.7,
2024-06-27T15:48:00-04:00,6/27/2024 15:48,66.2,66.2,60.9,9.4,14.8,292,0,0.02,29.7,83,29.7,
2024-06-27T16:03:00-04:00,6/27/2024 16:03,66.4,66.4,60.7,11.9,15.7,295,0,0.02,29.7,82,29.7,
2024-06-27T16:18:00-04:00,6/27/2024 16:18,67.1,67.1,61.1,11,14.8,295,0,0.02,29.69,81,29.69,4.62
2024-06-27T16:33:00-04:00,6/27/2024 16:33,67.1,67.1,60.7,12.5,16.8,295,0,0.02,29.69,80,29.69,
2024-06-27T16:48:00-04:00,6/27/2024 16:48,67.1,67.1,60.7,11.6,15.4,296,0,0,29.69,80,29.69,
2024-06-27T17:03:00-04:00,6/27/2024 17:03,68,68,61.2,8.5,11.6,301,0,0,29.69,79,29.69,
2024-06-27T17:18:00-04:00,6/27/2024 17:18,68.2,68.4,61.1,11.2,15.7,293,0,0.02,29.69,78,29.69,4.45
2024-06-27T17:33:00-04:00,6/27/2024 17:33,67.5,67.5,60.4,11.9,16.8,296,0,0.02,29.69,78,29.69,
2024-06-27T17:48:00-04:00,6/27/2024 17:48,66.4,66.4,60.4,13,17,296,0,0.02,29.7,81,29.7,
2024-06-27T18:03:00-04:00,6/27/2024 18:03,65.7,65.7,61.1,10.5,14.5,299,0,0.02,29.71,85,29.71,
2024-06-27T18:18:00-04:00,6/27/2024 18:18,65.8,65.8,60.8,9.6,13.6,303,0,0.02,29.71,84,29.71,4.38
2024-06-27T18:33:00-04:00,6/27/2024 18:33,66.6,66.6,61.3,3.1,12.1,312,0,0.02,29.72,83,29.72,
2024-06-27T18:48:00-04:00,6/27/2024 18:48,68,68,61.2,4.3,13,246,0,0.02,29.73,79,29.73,
2024-06-27T19:03:00-04:00,6/27/2024 19:03,67.3,67.3,61.6,11.2,15,298,0,0.02,29.74,82,29.74,
2024-06-27T19:18:00-04:00,6/27/2024 19:18,66,66,61.7,5.1,12.3,297,0,0.02,29.75,86,29.75,4.29
2024-06-27T19:33:00-04:00,6/27/2024 19:33,66.2,66.2,61.6,0.7,4,297,0,0.02,29.76,85,29.76,
2024-06-27T19:48:00-04:00,6/27/2024 19:48,69.3,69.3,59.9,6.5,17,49,0,0.02,29.77,72,29.77,
2024-06-27T20:03:00-04:00,6/27/2024 20:03,72.1,71.7,56.5,10.7,21,87,0,0.02,29.78,58,29.78,
2024-06-27T20:18:00-04:00,6/27/2024 20:18,71.8,71.2,54.2,15.7,27.5,80,0,0.02,29.79,54,29.79,4.3
2024-06-27T20:33:00-04:00,6/27/2024 20:33,70.2,69.5,53.3,17.9,31.8,76,0,0.02,29.8,55,29.8,
2024-06-27T20:48:00-04:00,6/27/2024 20:48,68.9,68.1,52.1,15.9,26.4,76,0,0.02,29.82,55,29.82,
2024-06-27T21:03:00-04:00,6/27/2024 21:03,68.2,67.2,50.4,14.8,25.9,70,0,0.02,29.83,53,29.83,
2024-06-27T21:18:00-04:00,6/27/2024 21:18,67.5,67.5,49.2,14.3,22.1,76,0,0.02,29.85,52,29.85,4.31
2024-06-27T21:33:00-04:00,6/27/2024 21:33,66.7,66.7,47.5,13.9,22.6,87,0,0.02,29.86,50,29.86,
2024-06-27T21:48:00-04:00,6/27/2024 21:48,66.2,66.2,44.8,13.6,26.4,79,0,0.02,29.88,46,29.88,
2024-06-27T22:03:00-04:00,6/27/2024 22:03,65.8,65.8,43.3,12.5,18.3,79,0,0.02,29.88,44,29.88,
2024-06-27T22:18:00-04:00,6/27/2024 22:18,65.3,65.3,42.2,13.6,24.2,79,0,0.02,29.89,43,29.89,4.28
2024-06-27T22:33:00-04:00,6/27/2024 22:33,64.8,64.8,41.8,13,21.9,82,0,0.02,29.9,43,29.9,
2024-06-27T22:48:00-04:00,6/27/2024 22:48,64.2,64.2,41.2,12.5,21.5,83,0,0.02,29.91,43,29.91,
2024-06-27T23:03:00-04:00,6/27/2024 23:03,64,64,41.6,11.6,21.9,82,0,0.02,29.91,44,29.91,
2024-06-27T23:18:00-04:00,6/27/2024 23:18,63.7,63.7,40.8,12.1,19.2,83,0,0.02,29.91,43,29.91,4.3
2024-06-27T23:33:00-04:00,6/27/2024 23:33,63.1,63.1,41.4,9.8,14.8,83,0,0.02,29.92,45,29.92,
2024-06-27T23:48:00-04:00,6/27/2024 23:48,62.4,62.4,41.9,11.4,16.3,87,0,0.02,29.93,47,29.93,
2024-06-28T00:03:00-04:00,6/28/2024 00:03,62.1,62.1,42.2,10.3,16.1,81,0,0,29.93,48,29.93,
2024-06-28T00:18:00-04:00,6/28/2024 00:18,61.7,61.7,42.3,9.4,15.4,81,0,0,29.93,49,29.93,4.29
2024-06-28T00:33:00-04:00,6/28/2024 00:33,61.3,61.3,42.5,6.5,12.1,86,0,0,29.94,50,29.94,
2024-06-28T00:48:00-04:00,6/28/2024 00:48,60.8,60.8,42.6,6.7,12.5,89,0,0,29.94,51,29.94,
2024-06-28T01:03:00-04:00,6/28/2024 01:03,60.4,60.4,42.7,6.7,11,78,0,0,29.94,52,29.94,
2024-06-28T01:18:00-04:00,6/28/2024 01:18,60.1,60.1,42.9,7.4,11.6,86,0,0,29.95,53,29.95,4.28
2024-06-28T01:33:00-04:00,6/28/2024 01:33,59.9,59.9,43.2,5.4,12.1,90,0,0,29.95,54,29.95,
2024-06-28T01:48:00-04:00,6/28/2024 01:48,59.9,59.9,42.7,6.9,13.4,84,0,0,29.96,53,29.96,
2024-06-28T02:03:00-04:00,6/28/2024 02:03,59.7,59.7,42.5,11.6,17.2,70,0,0,29.96,53,29.96,
2024-06-28T02:18:00-04:00,6/28/2024 02:18,59.7,59.7,42.5,9.4,14.1,69,0,0,29.96,53,29.96,4.28
2024-06-28T02:33:00-04:00,6/28/2024 02:33,59.2,59.2,42.6,5.8,12.5,92,0,0,29.96,54,29.96,
2024-06-28T02:48:00-04:00,6/28/2024 02:48,59.2,59.2,42.6,7.4,12.5,84,0,0,29.97,54,29.97,
2024-06-28T03:03:00-04:00,6/28/2024 03:03,59.2,59.2,42.6,6.9,11.2,71,0,0,29.98,54,29.98,
2024-06-28T03:18:00-04:00,6/28/2024 03:18,59,59,42.4,7.4,11.6,53,0,0,29.98,54,29.98,4.27
2024-06-28T03:33:00-04:00,6/28/2024 03:33,58.8,58.8,41.7,6.7,12.5,75,0,0,29.98,53,29.98,
2024-06-28T03:48:00-04:00,6/28/2024 03:48,58.3,58.3,41.2,5.4,9.2,80,0,0,29.99,53,29.99,
2024-06-28T04:03:00-04:00,6/28/2024 04:03,58.1,58.1,41.5,5.1,8.3,67,0,0,29.99,54,29.99,
2024-06-28T04:18:00-04:00,6/28/2024 04:18,57.9,57.9,40.9,8.3,15,62,0,0,30,53,30,4.27
2024-06-28T04:33:00-04:00,6/28/2024 04:33,57.9,57.9,40.4,9.2,15,64,0,0,30.01,52,30.01,
2024-06-28T04:48:00-04:00,6/28/2024 04:48,57.6,57.6,40.1,8.7,14.1,70,0,0,30.01,52,30.01,
2024-06-28T05:03:00-04:00,6/28/2024 05:03,57,57,41,6.5,10.5,78,0,0,30.01,55,30.01,
2024-06-28T05:18:00-04:00,6/28/2024 05:18,56.8,56.8,41.3,5.4,9.6,63,0,0,30.02,56,30.02,4.25
2024-06-28T05:33:00-04:00,6/28/2024 05:33,56.5,56.5,41.5,4.9,8.3,67,0,0,30.03,57,30.03,
2024-06-28T05:48:00-04:00,6/28/2024 05:48,56.1,56.1,41.5,5.8,10.5,88,0,0,30.04,58,30.04,
2024-06-28T06:03:00-04:00,6/28/2024 06:03,56.1,56.1,41.1,7.2,13.4,69,0,0,30.05,57,30.05,
2024-06-28T06:18:00-04:00,6/28/2024 06:18,55.9,55.9,40.4,6.9,11.4,66,0,0,30.06,56,30.06,4.25
2024-06-28T06:33:00-04:00,6/28/2024 06:33,55.9,55.9,40.4,6.5,11.6,69,0,0,30.07,56,30.07,
2024-06-28T06:48:00-04:00,6/28/2024 06:48,56.3,56.3,40.3,8.9,14.5,64,0,0,30.07,55,30.07,
2024-06-28T07:03:00-04:00,6/28/2024 07:03,56.5,56.5,40.5,8.5,14.5,78,0,0,30.08,55,30.08,
2024-06-28T07:18:00-04:00,6/28/2024 07:18,56.7,56.7,39.8,10.1,16.1,61,0,0,30.08,53,30.08,4.25
2024-06-28T07:33:00-04:00,6/28/2024 07:33,57,57,40,10.7,20.1,65,0,0,30.08,53,30.08,
2024-06-28T07:48:00-04:00,6/28/2024 07:48,57.2,57.2,39.7,11,18.8,70,0,0,30.08,52,30.08,
2024-06-28T08:03:00-04:00,6/28/2024 08:03,57.6,57.6,40.1,12.1,22.8,79,0,0,30.09,52,30.09,
2024-06-28T08:18:00-04:00,6/28/2024 08:18,57.9,57.9,39.9,13.6,21.9,77,0,0,30.09,51,30.09,4.41
2024-06-28T08:33:00-04:00,6/28/2024 08:33,58.5,58.5,40.4,13.9,22.6,74,0,0,30.09,51,30.09,
2024-06-28T08:48:00-04:00,6/28/2024 08:48,58.8,58.8,40.2,15.7,25.7,80,0,0,30.09,50,30.09,
2024-06-28T09:03:00-04:00,6/28/2024 09:03,59.5,59.5,40.8,14.8,24.2,80,0,0,30.09,50,30.09,
2024-06-28T09:18:00-04:00,6/28/2024 09:18,60.1,60.1,41.4,14.5,23.3,74,0,0,30.08,50,30.08,4.57
2024-06-28T10:33:00-04:00,6/28/2024 10:33,63.3,63.3,41.6,15.9,28,76,0,0,30.09,45,30.09,
2024-06-28T10:48:00-04:00,6/28/2024 10:48,63.9,63.9,41.6,17,26.2,94,0,0,30.09,44,30.09,
2024-06-28T11:03:00-04:00,6/28/2024 11:03,64.6,64.6,41.6,17.7,28.2,101,0,0,30.1,43,30.1,4.73
2024-06-28T11:18:00-04:00,6/28/2024 11:18,65.1,65.1,41.4,17.7,29.3,98,0,0,30.1,42,30.1,
2024-06-28T11:33:00-04:00,6/28/2024 11:33,65.3,65.3,41,16.6,25.9,85,0,0,30.1,41,30.1,
2024-06-28T11:48:00-04:00,6/28/2024 11:48,66,66,41.6,14.1,23.9,93,0,0,30.1,41,30.1,
2024-06-28T12:48:00-04:00,6/28/2024 12:48,67.1,67.1,41.3,10.7,17.9,67,0,0,30.1,39,30.1,
2024-06-28T13:03:00-04:00,6/28/2024 13:03,67.8,67.8,42.6,11.6,20.1,85,0,0,30.1,40,30.1,4.71
2024-06-28T13:18:00-04:00,6/28/2024 13:18,68.2,66.5,41.6,10.1,19.7,88,0,0,30.11,38,30.11,
2024-06-28T13:33:00-04:00,6/28/2024 13:33,68.5,66.8,41.9,9.2,17.9,83,0,0,30.11,38,30.11,
2024-06-28T13:48:00-04:00,6/28/2024 13:48,68.7,67,41.4,9.4,16.8,77,0,0,30.11,37,30.11,
2024-06-28T14:03:00-04:00,6/28/2024 14:03,69.3,67.6,41.2,9.8,21,95,0,0,30.11,36,30.11,4.68
2024-06-28T14:18:00-04:00,6/28/2024 14:18,69.4,67.7,40.6,11,20.1,94,0,0,30.11,35,30.11,
2024-06-28T14:33:00-04:00,6/28/2024 14:33,69.8,68.1,40.9,5.6,11.2,77,0,0,30.12,35,30.12,
2024-06-28T14:48:00-04:00,6/28/2024 14:48,70.2,68.5,40.5,6.5,11.6,63,0,0,30.13,34,30.13,4.7
2024-06-28T15:03:00-04:00,6/28/2024 15:03,70.7,69,39.4,8.1,13.2,89,0,0,30.13,32,30.13,
2024-06-28T15:18:00-04:00,6/28/2024 15:18,70.7,69,39.4,8.9,14.8,90,0,0,30.13,32,30.13,
2024-06-28T15:33:00-04:00,6/28/2024 15:33,71.1,69.3,38.1,7.6,14.3,98,0,0,30.13,30,30.13,
2024-06-28T15:48:00-04:00,6/28/2024 15:48,71.4,69.7,39.2,6.5,10.3,14,0,0,30.14,31,30.14,4.69
2024-06-28T16:03:00-04:00,6/28/2024 16:03,71.2,69.6,40.6,6.9,12.1,4,0,0,30.14,33,30.14,
2024-06-28T16:18:00-04:00,6/28/2024 16:18,66.4,66.4,49.2,15.4,21.9,293,0,0,30.14,54,30.14,
2024-06-28T16:33:00-04:00,6/28/2024 16:33,64.2,64.2,50.9,15,21.5,305,0,0,30.14,62,30.14,
2024-06-28T16:48:00-04:00,6/28/2024 16:48,63,63,51.9,14.8,20.1,303,0,0,30.14,67,30.14,4.7
2024-06-28T17:03:00-04:00,6/28/2024 17:03,62.8,62.8,52.1,13,19.2,303,0,0,30.15,68,30.15,
2024-06-28T17:18:00-04:00,6/28/2024 17:18,63.3,63.3,50.9,13.4,19.2,297,0,0,30.14,64,30.14,
2024-06-28T17:33:00-04:00,6/28/2024 17:33,62.4,62.4,52.9,13,20.1,299,0,0,30.15,71,30.15,
2024-06-28T17:48:00-04:00,6/28/2024 17:48,62.4,62.4,52.9,13.6,18.3,307,0,0,30.16,71,30.16,4.43
2024-06-28T18:03:00-04:00,6/28/2024 18:03,62.6,62.6,52.3,13.9,19.9,303,0,0,30.16,69,30.16,
2024-06-28T18:18:00-04:00,6/28/2024 18:18,62.2,62.2,53.8,13.6,19.9,300,0,0,30.16,74,30.16,
2024-06-28T18:33:00-04:00,6/28/2024 18:33,61.9,61.9,55,13,16.8,302,0,0,30.17,78,30.17,
2024-06-28T18:48:00-04:00,6/28/2024 18:48,61.9,61.9,54.6,12.5,18.6,306,0,0,30.18,77,30.18,4.72
2024-06-28T19:03:00-04:00,6/28/2024 19:03,62.1,62.1,53.3,12.3,19,299,0,0,30.18,73,30.18,
2024-06-28T19:18:00-04:00,6/28/2024 19:18,61.7,61.7,53.7,11.4,15.7,299,0,0,30.19,75,30.19,
2024-06-28T19:33:00-04:00,6/28/2024 19:33,61.7,61.7,53.7,9.6,15,299,0,0,30.2,75,30.2,
2024-06-28T19:48:00-04:00,6/28/2024 19:48,62.1,62.1,53,11.2,17.9,300,0,0,30.2,72,30.2,4.53
2024-06-28T20:03:00-04:00,6/28/2024 20:03,61.9,61.9,52.4,9.8,16.1,304,0,0,30.2,71,30.2,
2024-06-28T20:18:00-04:00,6/28/2024 20:18,61.3,61.3,52.9,8.9,12.8,291,0,0,30.21,74,30.21,
