SITE,SAMPLE,LATITUDE,LONGITUDE,DEPTH_M,C_CODE,LITHOLOGY,GRAVEL,SAND,SILT,CLAY,MUD,MEAN_PHI,STD DEV,BAY,
699,WB-84-147,43.13861667,-70.56239722,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
700,WB-84-148,43.12533611,-70.57559444,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
701,WB-84-149,43.11187778,-70.58913611,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
702,WB-84-150,43.0985,-70.60261944,13,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
703,WB-84-151,43.08520833,-70.61658889,13,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
704,WB-84-152,43.07135,-70.62994444,12,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
705,WB-84-153,43.05796667,-70.64357778,19,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
706,WB-84-154,43.06014444,-70.670375,6,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
707,WB-84-155,43.07341389,-70.65706944,12,S,SAND,0,100,0,0,0,,,WELLS BAY,
708,WB-84-156,43.08725556,-70.64312778,9,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
709,WB-84-157,43.11375833,-70.61684167,24,msG,MUDDY SANDY GRAVEL,68,25,5,2,7,,,WELLS BAY,
710,WB-84-158,43.13432222,-70.59656944,23,sG,SANDY GRAVEL,93,7,0,0,0,,,WELLS BAY,
711,WB-84-159,43.149225,-70.61055,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
712,WB-84-160,43.16273056,-70.61288056,3,S,SAND,0,100,0,0,0,,,WELLS BAY,
713,WB-84-161,43.14750556,-70.58364167,28,mG,MUDDY GRAVEL,,,,,0,,,WELLS BAY,
714,WB-84-162,43.17750556,-70.58283611,23,mgS,MUDDY GRAVELLY SAND,13,78,6,3,9,,,WELLS BAY,
715,WB-84-163,43.17506111,-70.604475,3,mgS,MUDDY GRAVELLY SAND,8,86,3,3,6,,,WELLS BAY,
716,WB-84-164,43.31183611,-70.55178056,8,S,SAND,0,100,0,0,0,,,WELLS BAY,
717,WB-84-165,43.31258056,-70.55655278,5,S,SAND,0,100,0,0,0,,,WELLS BAY,
718,WB-84-166,43.30478889,-70.56103889,5,S,SAND,0,100,0,0,0,,,WELLS BAY,
719,WB-84-167,43.30238333,-70.55886944,8,S,SAND,0,100,0,0,0,,,WELLS BAY,
720,WB-84-168,43.30315278,-70.55226667,11,S,SAND,0,100,0,0,0,,,WELLS BAY,
721,WB-84-169,43.30767778,-70.553525,9,S,SAND,0,100,0,0,0,,,WELLS BAY,
722,WB-84-170,43.34326944,-70.50177778,13,S,SAND,0,100,0,0,0,,,,
723,WB-84-171,43.29149722,-70.55669722,15,S,SAND,0,100,0,0,0,,,WELLS BAY,
724,WB-84-172,43.28566389,-70.56075556,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
725,WB-84-173,43.28002778,-70.55759167,14,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
726,WB-84-174,43.28538056,-70.55553889,18,msG,MUDDY SANDY GRAVEL,40,53,2,5,7,,,WELLS BAY,
727,WB-84-175,43.27831389,-70.56237778,13,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
728,WB-84-176,43.27755556,-70.57228056,7,S,SAND,0,100,0,0,0,,,WELLS BAY,
729,WB-84-177,43.27235278,-70.57690278,5,S,SAND,0,100,0,0,0,,,WELLS BAY,
730,WB-84-178,43.26716389,-70.57695556,9,S,SAND,0,100,0,0,0,,,WELLS BAY,
731,WB-84-179,43.25632222,-70.58481111,4,S,SAND,0,100,0,0,0,,,WELLS BAY,
732,WB-84-180,43.25193056,-70.58376667,6,S,SAND,0,100,0,0,0,,,WELLS BAY,
733,WB-84-181,43.24770556,-70.58498333,7,S,SAND,0,100,0,0,0,,,WELLS BAY,
734,WB-84-182,43.24109444,-70.58377222,8,S,SAND,0,100,0,0,0,,,WELLS BAY,
735,WB-84-183,43.23783889,-70.58130556,10,S,SAND,0,100,0,0,0,,,WELLS BAY,
736,WB-84-184,43.24361111,-70.58124167,10,S,SAND,0,100,0,0,0,,,WELLS BAY,
737,WB-84-185,43.25963889,-70.57996944,8,S,SAND,0,100,0,0,0,,,WELLS BAY,
738,WB-84-186,43.26904444,-70.57385,12,S,SAND,0,95,1,4,5,,,WELLS BAY,
740,WB-84-188,43.27320278,-70.57361667,9,gS,GRAVELLY SAND,43,57,0,0,0,,,WELLS BAY,
741,WB-84-189,43.27403889,-70.56912778,14,S,SAND,0,100,0,0,0,,,WELLS BAY,
742,WB-84-190,43.32258333,-70.52668056,12,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
743,WB-84-191,43.31453889,-70.51908889,23,mS,MUDDY SAND,0,64,18,18,36,,,WELLS BAY,
744,WB-84-192,43.30695278,-70.51228056,29,mS,MUDDY SAND,0,87,10,3,13,,,WELLS BAY,
745,WB-84-193,43.29851389,-70.50477222,31,mgS,MUDDY GRAVELLY SAND,19,67,10,4,14,,,WELLS BAY,
746,WB-84-194,43.29059167,-70.49739722,35,mS,MUDDY SAND,0,68,23,9,32,,,WELLS BAY,
747,WB-84-195,43.28256667,-70.48981667,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
748,WB-84-196,43.27460278,-70.48277222,35,gS,GRAVELLY SAND,30,66,4,0,4,,,WELLS BAY,
749,WB-84-197,43.26661667,-70.47547222,44,mS,MUDDY SAND,0,77,5,18,23,,,WELLS BAY,
750,WB-84-198,43.25866111,-70.46842778,26,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
751,WB-84-199,43.25073333,-70.46108889,30,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
752,WB-84-200,43.24274722,-70.45348056,32,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
753,WB-84-201,43.22710278,-70.43925833,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
754,WB-84-202,43.21192778,-70.42461667,56,msG,MUDDY SANDY GRAVEL,58,34,2,6,8,,,WELLS BAY,
755,WB-84-203,43.19631667,-70.40978333,72,mS,MUDDY SAND,0,81,6,13,19,,,WELLS BAY,
756,WB-84-204,43.18051667,-70.39423333,79,msG,MUDDY SANDY GRAVEL,40,34,14,12,26,,,WELLS BAY,
757,WB-84-205,43.16500556,-70.38021667,82,smG,SANDY MUDDY GRAVEL,66,16,11,7,18,,,WELLS BAY,
758,WB-84-206,43.14894167,-70.36494722,88,mS,MUDDY SAND,0,58,27,15,42,,,WELLS BAY,
759,WB-84-207,43.16104444,-70.35119167,102,sM,SANDY MUD,0,29,62,9,71,,,WELLS BAY,
760,WB-84-208,43.17679167,-70.36595833,87,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
761,WB-84-209,43.193075,-70.38073889,85,sM,SANDY MUD,0,43,47,10,57,,,WELLS BAY,
762,WB-84-210,43.20843333,-70.39592778,77,mS,MUDDY SAND,0,52,31,17,48,,,WELLS BAY,
763,WB-84-211,43.22416944,-70.41041389,67,sG,SANDY GRAVEL,66,31,2,1,3,,,WELLS BAY,
764,WB-84-212,43.23996667,-70.42518889,50,msG,MUDDY SANDY GRAVEL,47,42,7,4,11,,,WELLS BAY,
765,WB-84-213,43.24770278,-70.43241667,40,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
766,WB-84-214,43.25574167,-70.44033889,40,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
767,WB-84-215,43.26361667,-70.44743611,46,mgS,MUDDY GRAVELLY SAND,12,82,2,4,6,,,WELLS BAY,
768,WB-84-216,43.27144722,-70.45463889,33,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
769,SC-84-001,43.45639722,-70.32162222,,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
770,SC-84-002,43.44299444,-70.30811111,38,gM,GRAVELLY MUD,5,33,32,30,62,,,SACO BAY,
771,SC-84-003,43.429025,-70.29450556,52,gM,GRAVELLY MUD,5,48,23,24,47,,,SACO BAY,
772,SC-84-004,43.41470278,-70.28096944,67,mS,MUDDY SAND,0,72,9,19,28,,,SACO BAY,
773,SC-84-005,43.4015,-70.26723889,78,sM,SANDY MUD,0,40,30,30,60,,,SACO BAY,
774,SC-84-006,43.38697778,-70.25337222,74,sM,SANDY MUD,0,21,44,35,79,,,SACO BAY,
775,SC-84-007,43.37346111,-70.240425,56,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
776,SC-84-008,43.35942222,-70.227,69,mG,MUDDY GRAVEL,80,8,6,6,12,,,SACO BAY,
777,SC-84-009A,43.34366111,-70.21113056,81,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
778,SC-84-009,43.34321667,-70.21095833,81,mS,MUDDY SAND,0,67,11,22,33,,,SACO BAY,
779,SC-84-010,43.29019167,-70.23831389,88,sM,SANDY MUD,0,39,15,46,61,,,SACO BAY,
780,SC-84-011,43.25328056,-70.2805,91,sM,SANDY MUD,0,24,38,38,76,,,SACO BAY,
781,SC-84-012,43.21549722,-70.323425,91,sM,SANDY MUD,0,30,29,41,70,,,WELLS BAY,
782,SC-84-013,43.18988056,-70.35138611,88,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
783,SC-84-014,43.22155278,-70.38123333,67,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
784,SC-84-015,43.25777778,-70.340625,85,sM,SANDY MUD,0,15,46,39,85,,,SACO BAY,
785,SC-84-016,43.29549722,-70.29831389,102,mG,MUDDY GRAVEL,44,5,4,47,51,,,SACO BAY,
786,SC-84-017,43.33378889,-70.25620278,72,gM,GRAVELLY MUD,26,2,22,50,72,,,SACO BAY,
787,SC-84-018,43.37188333,-70.21275556,99,sM,SANDY MUD,0,18,14,68,82,,,SACO BAY,
788,SC-84-019,43.38367222,-70.22399444,91,sM,SANDY MUD,0,34,35,31,66,,,SACO BAY,
789,SC-84-020,43.39847222,-70.23797222,89,M,MUD,0,9,29,62,91,,,SACO BAY,
790,SC-84-021,43.41221389,-70.25221111,79,sM,SANDY MUD,0,36,29,35,64,,,SACO BAY,
791,SC-84-022,43.42649167,-70.26620278,72,sM,SANDY MUD,0,35,22,43,65,,,SACO BAY,
792,SC-84-023,43.44011667,-70.27958333,47,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
793,SC-84-024,43.45447222,-70.29386944,48,sM,SANDY MUD,0,20,37,43,80,,,SACO BAY,
794,SC-84-025,43.46894444,-70.30798333,27,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
795,SC-84-026,43.47658889,-70.31514167,28,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
796,SC-84-027,43.48340833,-70.32179444,31,gS,GRAVELLY SAND,5,53,23,19,42,,,SACO BAY,
797,SC-84-028,43.49104167,-70.32938056,27,gS,GRAVELLY SAND,6,45,25,24,49,,,SACO BAY,
798,SC-84-029,43.49648056,-70.3352,26,gS,GRAVELLY SAND,6,67,15,12,27,,,SACO BAY,
799,SC-84-030,43.50196944,-70.33676944,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
800,SC-84-031,43.50652778,-70.34121389,13,gS,GRAVELLY SAND,6,94,0,0,0,,,SACO BAY,
801,SC-84-032,43.51255,-70.34708611,9,S,SAND,0,94,3,3,6,,,SACO BAY,
802,SC-84-033,43.521625,-70.35901667,8,gM,GRAVELLY MUD,9,44,30,17,47,,,SACO BAY,
803,SC-84-034,43.46121389,-70.356,5,S,SAND,0,97,2,1,3,,,SACO BAY,
804,SC-84-035,43.46375556,-70.35459722,9,sM,SANDY MUD,0,49,33,18,51,,,SACO BAY,
805,SC-84-036,43.46237222,-70.36663333,3,S,SAND,0,99,1,0,1,,,SACO BAY,
806,SC-84-037,43.46683611,-70.37043333,5,S,SAND,0,91,5,4,9,,,SACO BAY,
807,SC-84-038,43.46980556,-70.37353889,5,S,SAND,0,96,2,2,4,,,SACO BAY,
808,SC-84-039,43.47255278,-70.3753,5,S,SAND,0,94,2,4,6,,,SACO BAY,
809,SC-84-040,43.47904444,-70.37695833,5,S,SAND,2,98,0,0,0,,,SACO BAY,
810,SC-84-041,43.48218056,-70.37200278,8,gS,GRAVELLY SAND,6,94,0,0,0,,,SACO BAY,
811,SC-84-042,43.48661389,-70.37683333,7,S,SAND,4,91,2,3,5,,,SACO BAY,
812,SC-84-043,43.49025833,-70.38026944,6,S,SAND,0,100,0,0,0,,,SACO BAY,
813,SC-84-044,43.49724167,-70.3742,7,S,SAND,0,94,2,4,6,,,SACO BAY,
814,SC-84-045,43.50135833,-70.37742222,6,S,SAND,0,100,0,0,0,,,SACO BAY,
815,SC-84-046,43.50894722,-70.37210833,6,S,SAND,0,100,0,0,0,,,SACO BAY,
816,SC-84-047,43.51185833,-70.36903056,6,mS,MUDDY SAND,0,88,4,7,11,,,SACO BAY,
817,SC-84-048,43.51655556,-70.36769444,5,S,SAND,0,100,0,0,0,,,SACO BAY,
818,SC-84-049,43.52845833,-70.35309167,6,S,SAND,0,97,2,1,3,,,SACO BAY,
819,SC-84-050,43.53386944,-70.34501111,5,S,SAND,0,100,0,0,0,,,SACO BAY,
820,SC-84-051,43.53392222,-70.33791389,6,S,SAND,0,96,1,3,4,,,SACO BAY,
821,SC-84-052,43.53147778,-70.32547778,3,S,SAND,0,100,0,0,0,,,SACO BAY,
822,SC-84-053,43.524975,-70.32374444,14,mS,MUDDY SAND,0,77,6,17,23,,,SACO BAY,
823,SC-84-054,43.51798611,-70.32925278,14,S,SAND,0,100,0,0,0,,,SACO BAY,
824,SC-84-055,43.50848056,-70.33310556,15,S,SAND,0,100,0,0,0,,,SACO BAY,
825,SC-84-056,43.49243889,-70.34297222,20,S,SAND,0,93,4,3,7,,,SACO BAY,
826,SC-84-057,43.48006389,-70.34420278,20,mS,MUDDY SAND,0,89,5,5,10,,,SACO BAY,
827,SC-84-058,43.46711389,-70.34471111,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
828,SC-84-059,43.45816944,-70.33573611,6,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
829,SC-84-060,43.45939444,-70.33640556,13,gS,GRAVELLY SAND,5,83,8,4,12,,,SACO BAY,
830,SC-84-061,43.46241667,-70.34015278,14,mS,MUDDY SAND,0,65,19,16,35,,,SACO BAY,
831,SC-84-062,43.47165,-70.34891389,13,G,GRAVEL,82,18,0,0,0,,,SACO BAY,
832,SC-84-063,43.47492778,-70.35235278,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
833,SC-84-064,43.48428889,-70.36119167,12,mS,MUDDY SAND,0,72,4,24,28,,,SACO BAY,
834,SC-84-065,43.48892778,-70.365575,9,S,SAND,0,100,0,0,0,,,SACO BAY,
835,SC-84-066,43.49240833,-70.36946389,7,S,SAND,0,97,2,1,3,,,SACO BAY,
836,SC-84-067,43.50515278,-70.36919167,7,S,SAND,0,92,3,5,8,,,SACO BAY,
837,SC-84-068,43.501225,-70.36440278,7,S,SAND,0,100,0,0,0,,,SACO BAY,
838,SC-84-069,43.4968,-70.35984722,7,S,SAND,0,100,0,0,0,,,SACO BAY,
839,SC-84-070,43.49324444,-70.35636944,13,S,SAND,0,91,3,6,9,,,SACO BAY,
840,SC-84-071,43.48905833,-70.35255833,15,S,SAND,0,95,3,2,5,,,SACO BAY,
841,SC-84-072,43.48469722,-70.34819167,14,mS,MUDDY SAND,0,89,5,6,11,,,SACO BAY,
842,SC-84-073,43.47661944,-70.34059722,20,gS,GRAVELLY SAND,27,61,3,9,12,,,SACO BAY,
843,SC-84-074,43.47166389,-70.33586667,20,sG,SANDY GRAVEL,72,28,0,0,0,,,SACO BAY,
844,SC-84-075,43.46721944,-70.33161944,19,S,SAND,3,97,0,0,0,,,SACO BAY,
845,SC-84-076,43.46564444,-70.31692222,32,sG,SANDY GRAVEL,34,34,9,23,32,,,SACO BAY,
846,SC-84-077,43.47116111,-70.32302778,30,mS,MUDDY SAND,0,81,10,9,19,,,SACO BAY,
847,SC-84-078,43.47600556,-70.32718889,29,mS,MUDDY SAND,0,69,14,15,29,,,SACO BAY,
848,SC-84-079,43.47941667,-70.33050833,26,S,SAND,0,91,4,5,9,,,SACO BAY,
849,SC-84-080,43.48483333,-70.33965278,22,mS,MUDDY SAND,0,86,6,8,14,,,SACO BAY,
850,SC-84-081,43.48861389,-70.33965,21,mS,MUDDY SAND,0,90,3,7,10,,,SACO BAY,
851,SC-84-082,43.49621389,-70.34690278,18,mS,MUDDY SAND,0,85,7,8,15,,,SACO BAY,
852,SC-84-083,43.50027778,-70.35085833,15,S,SAND,0,100,0,0,0,,,SACO BAY,
853,SC-84-084,43.50078889,-70.34900833,12,S,SAND,0,100,0,0,0,,,SACO BAY,
854,SC-84-085,43.50793056,-70.35930278,9,S,SAND,0,93,3,4,7,,,SACO BAY,
855,SC-84-086,43.51290278,-70.363625,6,S,SAND,0,100,0,0,0,,,SACO BAY,
856,SC-84-087A,43.47386389,-70.35183611,13,S,SAND,4,96,0,0,0,,,SACO BAY,
857,SC-84-087B,43.46752778,-70.35849722,6,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
858,SC-84-088,43.47081389,-70.362025,12,mS,MUDDY SAND,0,88,6,6,12,,,SACO BAY,
859,SC-84-089,43.47466944,-70.3655,11,mS,MUDDY SAND,0,81,9,10,19,,,SACO BAY,
860,SC-84-090,43.47861389,-70.36855,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
861,SC-84-091,43.52427222,-70.34823333,10,S,SAND,0,100,0,0,0,,,SACO BAY,
862,SC-84-092,43.516225,-70.33883611,12,S,SAND,0,97,1,2,3,,,SACO BAY,
863,SC-84-093,43.51296667,-70.33565278,13,S,SAND,0,100,0,0,0,,,SACO BAY,
864,SC-84-094,43.51251389,-70.33678611,15,sG,SANDY GRAVEL,32,66,1,1,2,,,SACO BAY,
865,SC-84-095,43.50366944,-70.32880833,20,sG,SANDY GRAVEL,43,32,5,20,25,,,SACO BAY,
867,SC-84-097,43.49595556,-70.32134722,23,sG,SANDY GRAVEL,68,31,1,0,1,,,SACO BAY,
875,SC-84-105,43.43207778,-70.24666389,71,gS,GRAVELLY SAND,11,51,15,23,38,,,SACO BAY,
876,SC-84-106,43.41843333,-70.23220833,89,M,MUD,0,5,44,51,95,,,SACO BAY,
877,SC-84-107,43.40415278,-70.21821111,87,sM,SANDY MUD,0,34,34,32,66,,,SACO BAY,
878,SC-84-108,43.38985833,-70.20418056,96,sM,SANDY MUD,0,40,35,35,70,,,SACO BAY,
879,SC-84-109,43.41171389,-70.20023889,94,mS,MUDDY SAND,0,64,15,21,36,,,SACO BAY,
880,SC-84-110,43.426,-70.21405,83,gM,GRAVELLY MUD,9,47,12,32,44,,,SACO BAY,
881,SC-84-111,43.44023889,-70.22859167,62,gS,GRAVELLY SAND,5,72,6,17,23,,,SACO BAY,
882,SC-84-112,43.45465278,-70.24229722,66,sM,SANDY MUD,0,42,24,34,58,,,SACO BAY,
883,SC-84-113,43.46837778,-70.25631389,38,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
884,SC-84-114,43.483175,-70.27068611,40,sG,SANDY GRAVEL,60,32,2,6,8,,,SACO BAY,
885,SC-84-115,43.49058889,-70.29083056,23,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
886,SC-84-116,43.49774167,-70.28497222,38,sM,SANDY MUD,0,40,26,34,60,,,SACO BAY,
887,SC-84-117,43.50633056,-70.29259444,25,sG,SANDY GRAVEL,65,35,0,0,0,,,SACO BAY,
888,SC-84-118,43.51263889,-70.29956389,24,gS,GRAVELLY SAND,11,77,2,10,12,,,SACO BAY,
889,SC-84-119,43.51713056,-70.30345556,23,mS,MUDDY SAND,0,78,7,15,22,,,SACO BAY,
890,SC-84-120,43.52123333,-70.30755278,20,mS,MUDDY SAND,0,64,16,20,36,,,SACO BAY,
891,SC-84-121,43.52487222,-70.31035,15,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
892,SC-84-122,43.52108889,-70.3198,15,S,SAND,0,95,1,4,5,,,SACO BAY,
893,SC-84-123,43.51702222,-70.31580278,17,sG,SANDY GRAVEL,76,24,0,0,0,,,SACO BAY,
894,SC-84-124,43.51334722,-70.31271944,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
895,SC-84-125,43.50956111,-70.30875,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
896,SC-84-126,43.50984722,-70.32219444,3,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
897,SC-84-127,43.51360833,-70.32626111,12,S,SAND,0,96,1,3,4,,,SACO BAY,
898,SC-84-128,43.52170278,-70.33394167,11,sG,SANDY GRAVEL,40,60,0,0,0,,,SACO BAY,
899,SC-84-129,43.52583056,-70.33720556,9,S,SAND,0,100,0,0,0,,,SACO BAY,
900,SC-84-130,43.52769444,-70.34025833,9,mS,MUDDY SAND,0,87,6,7,13,,,SACO BAY,
901,SC-84-131,43.35938056,-70.29426944,43,sG,SANDY GRAVEL,37,63,0,0,0,,,SACO BAY,
902,SC-84-132,43.32488889,-70.33232222,66,mS,MUDDY SAND,0,81,14,5,19,,,SACO BAY,
903,SC-84-133,43.28861389,-70.37178333,58,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
904,SC-84-134,43.25253611,-70.41163056,52,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,WELLS BAY,
905,SC-84-135,43.319575,-70.40303611,58,mS,MUDDY SAND,0,66,16,18,34,,,SACO BAY,
906,SC-84-136,43.35475278,-70.36498333,53,mS,MUDDY SAND,0,69,12,18,30,,,SACO BAY,
907,SC-84-137,43.38343889,-70.39981389,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
908,SC-84-138,43.41471944,-70.36685556,17,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
909,SC-84-139,43.39041389,-70.32675833,33,G,GRAVEL,95,5,0,0,0,,,SACO BAY,
910,SB-84-001,43.54228333,-70.25062778,16,S,SAND,0,100,0,0,0,,,SACO BAY,
911,SB-84-002,43.54489444,-70.24569167,8,S,SAND,0,100,0,0,0,,,SACO BAY,
912,SB-84-003,43.54723611,-70.24723333,9,S,SAND,0,100,0,0,0,,,SACO BAY,
913,SB-84-004,43.54689444,-70.26795833,14,S,SAND,,,,,,,,SACO BAY,
914,SB-84-005,43.55000278,-70.26456111,12,S,SAND,,,,,,,,SACO BAY,
915,SB-84-006,43.55049444,-70.27255556,11,S,SAND,,,,,,,,SACO BAY,
916,SB-84-007,43.55499444,-70.27588611,6,S,SAND,,,,,,,,SACO BAY,
917,SB-84-008,43.55200833,-70.27944444,8,S,SAND,,,,,,,,SACO BAY,
918,SB-84-009,43.54656111,-70.27380278,14,mS,MUDDY SAND,,,,,,,,SACO BAY,
919,SB-84-010,43.54308333,-70.27143889,16,mS,MUDDY SAND,,,,,,,,SACO BAY,
920,SB-84-011,43.53959722,-70.27390833,19,mS,MUDDY SAND,,,,,,,,SACO BAY,
921,SB-84-012,43.54323889,-70.27776389,15,S,SAND,0,100,0,0,0,,,SACO BAY,
922,SB-84-013,43.54741944,-70.281375,12,mS,MUDDY SAND,,,,,,,,SACO BAY,
923,SB-84-014,43.54671111,-70.28791667,13,mS,MUDDY SAND,,,,,,,,SACO BAY,
924,SB-84-015,43.54693889,-70.29450556,10,S,SAND,6,94,0,0,0,,,SACO BAY,
925,SB-84-016,43.54309722,-70.29020278,15,G,GRAVEL,86,14,0,0,0,,,SACO BAY,
926,SB-84-017,43.53905556,-70.28605278,15,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
927,SB-84-018,43.53516944,-70.28278333,20,sG,SANDY GRAVEL,48,52,0,0,0,,,SACO BAY,
928,SB-84-019,43.53065833,-70.29115278,20,sG,SANDY GRAVEL,72,28,0,0,0,,,SACO BAY,
929,SB-84-020,43.53438056,-70.29455833,15,S,SAND,0,95,3,2,5,,,SACO BAY,
930,SB-84-021,43.538775,-70.29860278,10,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
931,SB-84-022,43.54234167,-70.29643333,11,mS,MUDDY SAND,,,,,,,,SACO BAY,
932,SB-84-023,43.54290278,-70.302925,6,S,SAND,0,100,0,0,0,,,SACO BAY,
933,SB-84-024,43.53908333,-70.30536111,7,mS,MUDDY SAND,,,,,,,,SACO BAY,
934,SB-84-025,43.53249167,-70.30638889,7,gS,GRAVELLY SAND,12,88,0,0,0,,,SACO BAY,
935,SB-84-026,43.53135833,-70.30424444,8,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
936,SB-84-027,43.53134167,-70.29751111,16,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
937,SB-84-028,43.527275,-70.30023056,20,gS,GRAVELLY SAND,21,79,0,0,0,,,SACO BAY,
938,SB-84-029,43.51698611,-70.27783333,20,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,SACO BAY,
939,SB-84-030,43.50156944,-70.26339722,40,mS,MUDDY SAND,,,,,,,,SACO BAY,
940,SB-84-031,43.48682778,-70.24849444,27,sG,SANDY GRAVEL,61,39,0,0,0,,,SACO BAY,
941,SB-84-032,43.47345833,-70.23420556,59,S,SAND,5,95,0,0,0,,,SACO BAY,
947,PB-87-01,44.21253611,-68.70908333,44,G,GRAVEL,,,,,,,,PENOBSCOT BAY,
948,PB-87-02,44.18779167,-68.74334444,26,M,MUD,,,,,,,,PENOBSCOT BAY,
949,PB-87-03,44.16556667,-68.77679444,30,M,MUD,0,0,22,78,100,,,PENOBSCOT BAY,
950,PB-87-04,44.14078056,-68.83831389,5,M,MUD,,,,,,,,PENOBSCOT BAY,
951,PB-87-05,44.21886944,-68.91098333,6,gmS,GRAVELLY MUDDY SAND,30,38,,,32,3.3,5.9,PENOBSCOT BAY,
952,PB-87-06,44.14707778,-68.75040278,73,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
953,PB-87-07,44.11836389,-68.71276944,56,HB,HARD BOTTOM (NO SAMPLE RECOVERED),,,,,,,,PENOBSCOT BAY,
954,PB-87-08,44.09705,-68.74727778,40,mG,MUDDY GRAVEL,,,,,,,,PENOBSCOT BAY,
955,PB-87-09,44.08676944,-68.76353056,41,M,MUD,,,,,,,,PENOBSCOT BAY,
956,PB-87-10,44.06699167,-68.73748056,59,sM,SANDY MUD,2,48,13,37,50,5.6,4.2,PENOBSCOT BAY,
